t_sec,cmd_vx,cmd_wz,meas_speed_tf
37.750,0.000,0.000,0.000
37.800,0.000,0.000,0.052
37.850,0.000,0.000,0.000
37.900,0.000,0.000,0.064
37.950,0.000,0.000,0.000
38.002,0.000,0.000,0.088
38.050,0.000,0.000,0.041
38.100,0.000,0.000,0.047
38.150,0.000,0.000,0.000
38.199,0.000,0.000,0.019
38.250,0.000,0.000,0.000
38.300,0.000,0.000,0.137
38.350,0.000,0.000,0.000
38.400,0.000,0.000,0.097
38.450,0.000,0.000,0.000
38.499,0.000,0.000,0.086
38.550,0.000,0.000,0.000
38.599,0.000,0.000,0.076
38.649,0.000,0.000,0.000
38.700,0.000,0.000,0.048
38.750,0.000,0.000,0.000
38.800,0.000,0.000,0.053
38.850,0.000,0.000,0.000
38.900,0.000,0.000,0.117
38.950,0.000,0.000,0.000
39.000,0.000,0.000,0.076
39.049,0.000,0.000,0.000
39.100,0.000,0.000,0.049
39.149,0.000,0.000,0.000
39.199,0.000,0.000,0.103
39.250,0.000,0.000,0.000
39.299,0.000,0.000,0.092
39.350,0.000,0.000,0.000
39.400,0.000,0.000,0.166
39.449,0.000,0.000,0.000
39.500,0.000,0.000,0.070
39.550,0.000,0.000,0.000
39.599,0.000,0.000,0.238
39.649,0.000,0.000,0.000
39.699,0.000,0.000,0.138
39.750,0.000,0.000,0.000
39.799,0.000,0.000,0.042
39.850,0.000,0.000,0.000
39.899,0.000,0.000,0.031
39.950,0.000,0.000,0.000
40.000,0.000,0.000,0.101
40.050,0.000,0.000,0.000
40.100,0.000,0.000,0.095
40.150,0.000,0.000,0.000
40.199,0.000,0.000,0.091
40.250,0.000,0.000,0.000
40.300,0.000,0.000,0.031
40.349,0.000,0.000,0.000
40.400,0.000,0.000,0.123
40.450,0.000,0.000,0.000
40.500,0.000,0.000,0.046
40.549,0.000,0.000,0.000
40.599,0.000,0.000,0.017
40.650,0.000,0.000,0.000
40.699,0.000,0.000,0.059
40.750,0.000,0.000,0.000
40.800,0.000,0.000,0.067
40.850,0.000,0.000,0.000
40.900,0.000,0.000,0.073
40.950,0.000,0.000,0.000
41.000,0.000,0.000,0.030
41.049,0.000,0.000,0.000
41.100,0.000,0.000,0.148
41.150,0.000,0.000,0.000
41.200,0.000,0.000,0.049
41.249,0.000,0.000,0.000
41.300,0.000,0.000,0.161
41.350,0.000,0.000,0.000
41.400,0.000,0.000,0.100
41.450,0.000,0.000,0.000
41.500,0.000,0.000,0.075
41.550,0.000,0.000,0.000
41.600,0.000,0.000,0.026
41.650,0.000,0.000,0.000
41.700,0.000,0.000,0.119
41.750,0.000,0.000,0.000
41.801,0.000,0.000,0.056
41.850,0.000,0.000,0.000
41.900,0.000,0.000,0.057
41.949,0.000,0.000,0.000
42.000,0.000,0.000,0.042
42.050,0.000,0.000,0.000
42.100,0.000,0.000,0.099
42.150,0.000,0.000,0.000
42.200,0.000,0.000,0.070
42.267,0.000,0.000,0.000
42.300,0.000,0.000,0.058
42.350,0.000,0.000,0.089
42.401,0.000,0.000,0.124
42.450,0.000,0.000,0.000
42.501,0.000,0.000,0.076
42.550,0.000,0.000,0.000
42.600,0.000,0.000,0.113
42.650,0.000,0.000,0.000
42.700,0.000,0.000,0.120
42.750,0.000,0.000,0.000
42.800,0.000,0.000,0.034
42.849,0.000,0.000,0.000
42.900,0.000,0.000,0.099
42.950,0.000,0.000,0.000
43.000,0.000,0.000,0.196
43.050,0.000,0.000,0.000
43.099,0.000,0.000,0.058
43.150,0.000,0.000,0.000
43.199,0.000,0.000,0.152
43.249,0.000,0.000,0.000
43.300,0.000,0.000,0.133
43.350,0.000,0.000,0.000
43.399,0.000,0.000,0.162
43.449,0.000,0.000,0.000
43.500,0.000,0.000,0.101
43.549,0.000,0.000,0.000
43.599,0.000,0.000,0.070
43.649,0.000,0.000,0.000
43.700,0.000,0.000,0.057
43.750,0.000,0.000,0.000
43.800,0.000,0.000,0.058
43.850,0.000,0.000,0.000
43.900,0.000,0.000,0.019
43.949,0.000,0.000,0.000
44.000,0.000,0.000,0.081
44.050,0.000,0.000,0.000
44.100,0.000,0.000,0.059
44.150,0.000,0.000,0.000
44.200,0.000,0.000,0.038
44.249,0.000,0.000,0.000
44.300,0.000,0.000,0.104
44.349,0.000,0.000,0.000
44.400,0.000,0.000,0.025
44.450,0.000,0.000,0.000
44.500,0.000,0.000,0.137
44.549,0.000,0.000,0.000
44.600,0.000,0.000,0.246
44.650,0.000,0.000,0.000
44.700,0.000,0.000,0.087
44.750,0.000,0.000,0.000
44.800,0.000,0.000,0.146
44.850,0.000,0.000,0.000
44.900,0.000,0.000,0.302
44.950,0.000,0.000,0.000
45.000,0.000,0.000,0.134
45.049,0.000,0.000,0.000
45.100,0.000,0.000,0.161
45.150,0.000,0.000,0.000
45.200,0.000,0.000,0.036
45.250,0.000,0.000,0.000
45.300,0.000,0.000,0.079
45.350,0.000,0.000,0.000
45.412,0.000,0.000,0.034
45.450,0.000,0.000,0.000
45.500,0.000,0.000,0.056
45.550,0.000,0.000,0.000
45.600,0.000,0.000,0.093
45.650,0.000,0.000,0.000
45.702,0.000,0.000,0.085
45.750,0.000,0.000,0.000
45.806,0.000,0.000,0.037
45.850,0.000,0.000,0.000
45.900,0.000,0.000,0.038
45.950,0.000,0.000,0.017
46.000,0.000,0.000,0.076
46.050,0.000,0.000,0.000
46.100,0.000,0.000,0.070
46.150,0.000,0.000,0.000
46.200,0.000,0.000,0.121
46.250,0.000,0.000,0.000
46.300,0.000,0.000,0.032
46.349,0.000,0.000,0.000
46.400,0.000,0.000,0.264
46.449,0.000,0.000,0.000
46.499,0.000,0.000,0.314
46.550,0.000,0.000,0.000
46.600,0.000,0.000,0.095
46.649,0.000,0.000,0.000
46.700,0.000,0.000,0.064
46.749,0.000,0.000,0.000
46.800,0.000,0.000,0.334
46.849,0.000,0.000,0.000
46.900,0.000,0.000,0.168
46.949,0.000,0.000,0.000
47.000,0.000,0.000,0.052
47.049,0.000,0.000,0.000
47.100,0.000,0.000,0.115
47.149,0.000,0.000,0.000
47.200,0.000,0.000,0.452
47.249,0.000,0.000,0.000
47.300,0.000,0.000,0.153
47.349,0.000,0.000,0.000
47.400,0.000,0.000,0.288
47.450,0.000,0.000,0.000
47.499,0.000,0.000,0.203
47.550,0.000,0.000,0.000
47.599,0.000,0.000,0.147
47.649,0.000,0.000,0.000
47.699,0.000,0.000,0.018
47.750,0.000,0.000,0.000
47.800,0.000,0.000,0.100
47.850,0.000,0.000,0.000
47.900,0.000,0.000,0.030
47.950,0.000,0.000,0.000
48.000,0.000,0.000,0.058
48.049,0.000,0.000,0.000
48.100,0.000,0.000,0.111
48.150,0.000,0.000,0.000
48.200,0.000,0.000,0.075
48.250,0.000,0.000,0.000
48.301,0.000,0.000,0.044
48.350,0.000,0.000,0.000
48.400,0.000,0.000,0.049
48.450,0.000,0.000,0.000
48.500,0.000,0.000,0.107
48.550,0.000,0.000,0.000
48.600,0.000,0.000,0.046
48.650,0.000,0.000,0.000
48.700,0.000,0.000,0.191
48.750,0.000,0.000,0.000
48.800,0.000,0.000,0.070
48.850,0.000,0.000,0.000
48.900,0.000,0.000,0.115
48.950,0.000,0.000,0.000
49.000,0.000,0.000,0.000
49.050,0.000,0.000,0.091
49.101,0.000,0.000,0.005
49.150,0.000,0.000,0.000
49.200,0.000,0.000,0.133
49.250,0.000,0.000,0.000
49.300,0.000,0.000,0.154
49.350,0.000,0.000,0.000
49.402,0.000,0.000,0.059
49.452,0.000,0.000,0.000
49.500,0.000,0.000,0.267
49.549,0.000,0.000,0.000
49.599,0.000,0.000,0.063
49.650,0.000,0.000,0.000
49.700,0.000,0.000,0.137
49.750,0.000,0.000,0.000
49.799,0.000,0.000,0.092
49.850,0.000,0.000,0.000
49.900,0.000,0.000,0.103
49.950,0.000,0.000,0.000
50.000,0.000,0.000,0.121
50.050,0.000,0.000,0.000
50.100,0.000,0.000,0.131
50.150,0.000,0.000,0.000
50.200,0.000,0.000,0.032
50.250,0.000,0.000,0.000
50.300,0.000,0.000,0.092
50.350,0.000,0.000,0.000
50.399,0.000,0.000,0.089
50.449,0.000,0.000,0.000
50.499,0.000,0.000,0.010
50.550,0.000,0.000,0.000
50.600,0.000,0.000,0.121
50.649,0.000,0.000,0.000
50.699,0.000,0.000,0.090
50.749,0.000,0.000,0.000
50.800,0.000,0.000,0.082
50.850,0.000,0.000,0.000
50.900,0.000,0.000,0.079
50.949,0.000,0.000,0.000
51.000,0.000,0.000,0.083
51.049,0.000,0.000,0.000
51.100,0.000,0.000,0.092
51.150,0.000,0.000,0.000
51.200,0.000,0.000,0.091
51.249,0.000,0.000,0.000
51.299,0.000,0.000,0.198
51.350,0.000,0.000,0.000
51.400,0.000,0.000,0.050
51.449,0.000,0.000,0.000
51.500,0.000,0.000,0.254
51.550,0.000,0.000,0.000
51.600,0.000,0.000,0.210
51.650,0.000,0.000,0.000
51.700,0.000,0.000,0.068
51.750,0.000,0.000,0.000
51.801,0.000,0.000,0.069
51.849,0.000,0.000,0.000
51.900,0.000,0.000,0.115
51.949,0.000,0.000,0.000
52.000,0.000,0.000,0.064
52.050,0.000,0.000,0.000
52.100,0.000,0.000,0.228
52.150,0.000,0.000,0.000
52.200,0.000,0.000,0.170
52.250,0.000,0.000,0.000
52.300,0.000,0.000,0.159
52.349,0.000,0.000,0.000
52.399,0.000,0.000,0.176
52.450,0.000,0.000,0.000
52.500,0.000,0.000,0.298
52.550,0.000,0.000,0.000
52.600,0.000,0.000,0.168
52.650,0.000,0.000,0.000
52.700,0.000,0.000,0.044
52.752,0.000,0.000,0.000
52.800,0.000,0.000,0.291
52.850,0.000,0.000,0.000
52.900,0.000,0.000,0.323
52.950,0.000,0.000,0.000
53.000,0.000,0.000,0.282
53.051,0.000,0.000,0.000
53.100,0.000,0.000,0.039
53.150,0.000,0.000,0.000
53.200,0.000,0.000,0.242
53.252,0.000,0.000,0.000
53.300,0.000,0.000,0.147
53.350,0.000,0.000,0.000
53.400,0.000,0.000,0.258
53.450,0.000,0.000,0.000
53.500,0.000,0.000,0.164
53.549,0.000,0.000,0.000
53.600,0.000,0.000,0.151
53.650,0.000,0.000,0.000
53.700,0.000,0.000,0.086
53.750,0.000,0.000,0.000
53.800,0.000,0.000,0.067
53.850,0.000,0.000,0.000
53.900,0.000,0.000,0.088
53.950,0.000,0.000,0.000
53.999,0.000,0.000,0.241
54.049,0.000,0.000,0.000
54.100,0.000,0.000,0.060
54.150,0.000,0.000,0.000
54.200,0.000,0.000,0.021
54.249,0.000,0.000,0.000
54.299,0.000,0.000,0.079
54.350,0.000,0.000,0.000
54.402,0.000,0.000,0.136
54.449,0.000,0.000,0.000
54.500,0.000,0.000,0.035
54.549,0.000,0.000,0.000
54.600,0.000,0.000,0.140
54.649,0.000,0.000,0.000
54.702,0.000,0.000,0.038
54.749,0.000,0.000,0.000
54.804,0.000,0.000,0.045
54.850,0.000,0.000,0.000
54.899,0.000,0.000,0.158
54.950,0.000,0.000,0.000
55.000,0.000,0.000,0.083
55.049,0.000,0.000,0.000
55.100,0.000,0.000,0.116
55.150,0.000,0.000,0.000
55.200,0.000,0.000,0.080
55.250,0.000,0.000,0.000
55.300,0.000,0.000,0.078
55.350,0.000,0.000,0.000
55.400,0.000,0.000,0.058
55.450,0.000,0.000,0.000
55.499,0.000,0.000,0.036
55.549,0.000,0.000,0.000
55.599,0.000,0.000,0.050
55.662,0.000,0.000,0.000
55.699,0.000,0.000,0.052
55.749,0.000,0.000,0.000
55.800,0.000,0.000,0.074
55.850,0.000,0.000,0.000
55.899,0.000,0.000,0.119
55.950,0.000,0.000,0.000
55.999,0.000,0.000,0.099
56.050,0.000,0.000,0.000
56.100,0.000,0.000,0.189
56.149,0.000,0.000,0.000
56.200,0.000,0.000,0.117
56.249,0.000,0.000,0.000
56.300,0.000,0.000,0.271
56.350,0.000,0.000,0.000
56.400,0.000,0.000,0.143
56.450,0.000,0.000,0.000
56.500,0.000,0.000,0.042
56.550,0.000,0.000,0.000
56.600,0.000,0.000,0.048
56.650,0.000,0.000,0.000
56.715,0.000,0.000,0.081
56.750,0.000,0.000,0.000
56.799,0.000,0.000,0.068
56.850,0.000,0.000,0.000
56.900,0.000,0.000,0.078
56.950,0.000,0.000,0.000
57.001,0.000,0.000,0.157
57.050,0.000,0.000,0.000
57.100,0.000,0.000,0.013
57.151,0.000,0.000,0.000
57.200,0.000,0.000,0.225
57.250,0.000,0.000,0.000
57.300,0.000,0.000,0.190
57.349,0.000,0.000,0.000
57.400,0.000,0.000,0.177
57.450,0.000,0.000,0.000
57.500,0.000,0.000,0.173
57.549,0.000,0.000,0.000
57.600,0.000,0.000,0.284
57.650,0.000,0.000,0.000
57.700,0.000,0.000,0.234
57.750,0.000,0.000,0.000
57.800,0.000,0.000,0.071
57.849,0.000,0.000,0.000
57.900,0.000,0.000,0.208
57.950,0.000,0.000,0.000
58.000,0.000,0.000,0.337
58.049,0.000,0.000,0.000
58.099,0.000,0.000,0.114
58.150,0.000,0.000,0.000
58.200,0.000,0.000,0.239
58.249,0.000,0.000,0.000
58.299,0.000,0.000,0.204
58.349,0.000,0.000,0.000
58.400,0.000,0.000,0.129
58.449,0.000,0.000,0.000
58.500,0.000,0.000,0.032
58.549,0.000,0.000,0.000
58.600,0.000,0.000,0.082
58.650,0.000,0.000,0.000
58.700,0.000,0.000,0.398
58.750,0.000,0.000,0.000
58.800,0.000,0.000,0.329
58.850,0.000,0.000,0.000
58.900,0.000,0.000,0.182
58.949,0.000,0.000,0.000
59.000,0.000,0.000,0.233
59.050,0.000,0.000,0.000
59.100,0.000,0.000,0.354
59.150,0.000,0.000,0.000
59.200,0.000,0.000,0.257
59.250,0.000,0.000,0.000
59.300,0.000,0.000,0.067
59.350,0.000,0.000,0.000
59.400,0.000,0.000,0.231
59.450,0.000,0.000,0.000
59.500,0.000,0.000,0.350
59.549,0.000,0.000,0.000
59.600,0.000,0.000,0.119
59.650,0.000,0.000,0.000
59.703,0.000,0.000,0.140
59.750,0.000,0.000,0.000
59.799,0.000,0.000,0.095
59.850,0.000,0.000,0.000
59.899,0.000,0.000,0.106
59.950,0.000,0.000,0.000
60.000,0.000,0.000,0.051
60.050,0.000,0.000,0.000
60.100,0.000,0.000,0.146
60.150,0.000,0.000,0.000
60.200,0.000,0.000,0.156
60.251,0.000,0.000,0.000
60.300,0.000,0.000,0.114
60.350,0.000,0.000,0.000
60.400,0.000,0.000,0.217
60.450,0.000,0.000,0.000
60.500,0.000,0.000,0.212
60.550,0.000,0.000,0.000
60.600,0.000,0.000,0.144
60.649,0.000,0.000,0.000
60.699,0.000,0.000,0.026
60.750,0.000,0.000,0.000
60.800,0.000,0.000,0.189
60.849,0.000,0.000,0.000
60.900,0.000,0.000,0.080
60.950,0.000,0.000,0.000
61.000,0.000,0.000,0.189
61.050,0.000,0.000,0.000
61.100,0.000,0.000,0.199
61.149,0.000,0.000,0.000
61.200,0.000,0.000,0.095
61.250,0.000,0.000,0.116
61.300,0.000,0.000,0.077
61.350,0.000,0.000,0.000
61.433,0.000,0.000,0.202
61.454,0.000,0.000,0.000
61.500,0.000,0.000,0.236
61.551,0.000,0.000,0.000
61.599,0.000,0.000,0.199
61.650,0.000,0.000,0.000
61.700,0.000,0.000,0.085
61.750,0.000,0.000,0.000
61.800,0.000,0.000,0.065
61.850,0.000,0.000,0.000
61.901,0.000,0.000,0.015
61.950,0.000,0.000,0.000
62.000,0.000,0.000,0.013
62.049,0.000,0.000,0.000
62.102,0.000,0.000,0.113
62.150,0.000,0.000,0.000
62.200,0.000,0.000,0.154
62.250,0.000,0.000,0.000
62.299,0.000,0.000,0.100
62.350,0.000,0.000,0.000
62.400,0.000,0.000,0.208
62.450,0.000,0.000,0.000
62.501,0.000,0.000,0.269
62.550,0.000,0.000,0.000
62.600,0.000,0.000,0.072
62.650,0.000,0.000,0.000
62.703,0.000,0.000,0.419
62.750,0.000,0.000,0.000
62.801,0.000,0.000,0.247
62.850,0.000,0.000,0.000
62.900,0.000,0.000,0.194
62.950,0.000,0.000,0.000
63.000,0.000,0.000,0.214
63.051,0.000,0.000,0.000
63.100,0.000,0.000,0.254
63.150,0.000,0.000,0.000
63.207,0.000,0.000,0.216
63.250,0.000,0.000,0.000
63.302,0.000,0.000,0.105
63.350,0.000,0.000,0.000
63.400,0.000,0.000,0.164
63.450,0.000,0.000,0.000
63.501,0.000,0.000,0.278
63.550,0.000,0.000,0.000
63.600,0.000,0.000,0.060
63.650,0.000,0.000,0.000
63.700,0.000,0.000,0.110
63.750,0.000,0.000,0.000
63.802,0.000,0.000,0.082
63.850,0.000,0.000,0.000
63.900,0.000,0.000,0.046
63.950,0.000,0.000,0.000
64.000,0.000,0.000,0.100
64.050,0.000,0.000,0.000
64.100,0.000,0.000,0.140
64.150,0.000,0.000,0.000
64.200,0.000,0.000,0.137
64.250,0.000,0.000,0.000
64.300,0.000,0.000,0.136
64.350,0.000,0.000,0.000
64.402,0.000,0.000,0.224
64.450,0.000,0.000,0.000
64.500,0.000,0.000,0.144
64.550,0.000,0.000,0.000
64.600,0.000,0.000,0.250
64.650,0.000,0.000,0.000
64.700,0.000,0.000,0.188
64.750,0.000,0.000,0.000
64.800,0.000,0.000,0.157
64.850,0.000,0.000,0.000
64.901,0.000,0.000,0.420
64.950,0.000,0.000,0.000
65.000,0.000,0.000,0.302
65.050,0.000,0.000,0.000
65.100,0.000,0.000,0.196
65.150,0.000,0.000,0.000
65.202,0.000,0.000,0.125
65.250,0.000,0.000,0.000
65.302,0.000,0.000,0.298
65.350,0.000,0.000,0.000
65.400,0.000,0.000,0.210
65.450,0.000,0.000,0.000
65.500,0.000,0.000,0.096
65.551,0.000,0.000,0.000
65.600,0.000,0.000,0.101
65.650,0.000,0.000,0.000
65.700,0.000,0.000,0.272
65.750,0.000,0.000,0.000
65.800,0.000,0.000,0.155
65.850,0.000,0.000,0.000
65.901,0.000,0.000,0.283
65.950,0.000,0.000,0.000
66.002,0.000,0.000,0.260
66.050,0.000,0.000,0.000
66.100,0.000,0.000,0.222
66.150,0.000,0.000,0.000
66.200,0.000,0.000,0.101
66.250,0.000,0.000,0.000
66.301,0.000,0.000,0.190
66.350,0.000,0.000,0.000
66.400,0.000,0.000,0.172
66.450,0.000,0.000,0.000
66.500,0.000,0.000,0.243
66.550,0.000,0.000,0.000
66.602,0.000,0.000,0.100
66.649,0.000,0.000,0.000
66.700,0.000,0.000,0.036
66.750,0.000,0.000,0.000
66.800,0.000,0.000,0.153
66.850,0.000,0.000,0.000
66.900,0.000,0.000,0.067
66.950,0.000,0.000,0.000
67.000,0.000,0.000,0.063
67.050,0.000,0.000,0.000
67.100,0.000,0.000,0.029
67.150,0.000,0.000,0.000
67.200,0.000,0.000,0.071
67.250,0.000,0.000,0.000
67.300,0.000,0.000,0.108
67.350,0.000,0.000,0.000
67.400,0.000,0.000,0.164
67.450,0.000,0.000,0.000
67.500,0.000,0.000,0.328
67.550,0.000,0.000,0.000
67.600,0.000,0.000,0.206
67.650,0.000,0.000,0.000
67.700,0.000,0.000,0.258
67.750,0.000,0.000,0.000
67.800,0.000,0.000,0.130
67.850,0.000,0.000,0.000
67.900,0.000,0.000,0.167
67.950,0.000,0.000,0.000
68.000,0.000,0.000,0.174
68.049,0.000,0.000,0.000
68.100,0.000,0.000,0.234
68.149,0.000,0.000,0.000
68.200,0.000,0.000,0.405
68.250,0.000,0.000,0.000
68.304,0.000,0.000,0.220
68.350,0.000,0.000,0.000
68.402,0.000,0.000,0.211
68.450,0.000,0.000,0.000
68.500,0.000,0.000,0.211
68.550,0.000,0.000,0.000
68.600,0.000,0.000,0.225
68.650,0.000,0.000,0.000
68.700,0.000,0.000,0.076
68.750,0.000,0.000,0.000
68.800,0.000,0.000,0.029
68.850,0.000,0.000,0.000
68.899,0.000,0.000,0.164
68.950,0.000,0.000,0.000
68.999,0.000,0.000,0.175
69.050,0.000,0.000,0.000
69.100,0.000,0.000,0.107
69.150,0.000,0.000,0.000
69.219,0.000,0.000,0.073
69.250,0.000,0.000,0.000
69.299,0.000,0.000,0.332
69.350,0.000,0.000,0.000
69.402,0.000,0.000,0.256
69.450,0.000,0.000,0.000
69.500,0.000,0.000,0.157
69.550,0.000,0.000,0.000
69.600,0.000,0.000,0.070
69.651,0.000,0.000,0.000
69.702,0.000,0.000,0.344
69.750,0.000,0.000,0.000
69.816,0.000,0.000,0.017
69.849,0.000,0.000,0.274
69.900,0.000,0.000,0.117
69.949,0.000,0.000,0.000
70.000,0.000,0.000,0.030
70.050,0.000,0.000,0.000
70.100,0.000,0.000,0.125
70.150,0.000,0.000,0.000
70.199,0.000,0.000,0.024
70.249,0.000,0.000,0.000
70.300,0.000,0.000,0.053
70.350,0.000,0.000,0.000
70.400,0.000,0.000,0.046
70.449,0.000,0.000,0.000
70.500,0.000,0.000,0.054
70.550,0.000,0.000,0.000
70.600,0.000,0.000,0.131
70.650,0.000,0.000,0.000
70.699,0.000,0.000,0.223
70.750,0.000,0.000,0.000
70.800,0.000,0.000,0.145
70.850,0.000,0.000,0.000
70.900,0.000,0.000,0.083
70.950,0.000,0.000,0.000
71.000,0.000,0.000,0.134
71.050,0.000,0.000,0.000
71.100,0.000,0.000,0.016
71.150,0.000,0.000,0.000
71.200,0.000,0.000,0.070
71.250,0.000,0.000,0.000
71.300,0.000,0.000,0.075
71.350,0.000,0.000,0.000
71.430,0.000,0.000,0.080
71.450,0.000,0.000,0.080
71.500,0.000,0.000,0.136
71.550,0.000,0.000,0.000
71.600,0.000,0.000,0.098
71.649,0.000,0.000,0.000
71.700,0.000,0.000,0.078
71.750,0.000,0.000,0.000
71.799,0.000,0.000,0.132
71.850,0.000,0.000,0.000
71.900,0.000,0.000,0.083
71.949,0.000,0.000,0.000
72.000,0.000,0.000,0.083
72.049,0.000,0.000,0.000
72.100,0.000,0.000,0.056
72.150,0.000,0.000,0.000
72.200,0.000,0.000,0.039
72.250,0.000,0.000,0.000
72.300,0.000,0.000,0.175
72.350,0.000,0.000,0.000
72.405,0.000,0.000,0.211
72.449,0.000,0.000,0.000
72.500,0.000,0.000,0.114
72.549,0.000,0.000,0.000
72.603,0.000,0.000,0.102
72.650,0.000,0.000,0.000
72.700,0.000,0.000,0.216
72.750,0.000,0.000,0.000
72.799,0.000,0.000,0.095
72.850,0.000,0.000,0.000
72.900,0.000,0.000,0.059
72.949,0.000,0.000,0.000
73.000,0.000,0.000,0.088
73.049,0.000,0.000,0.000
73.099,0.000,0.000,0.131
73.150,0.000,0.000,0.000
73.199,0.000,0.000,0.166
73.249,0.000,0.000,0.000
73.300,0.000,0.000,0.102
73.350,0.000,0.000,0.000
73.400,0.000,0.000,0.194
73.450,0.000,0.000,0.000
73.500,0.000,0.000,0.081
73.549,0.000,0.000,0.000
73.599,0.000,0.000,0.178
73.649,0.000,0.000,0.000
73.700,0.000,0.000,0.126
73.750,0.000,0.000,0.000
73.800,0.000,0.000,0.118
73.850,0.000,0.000,0.000
73.899,0.000,0.000,0.055
73.950,0.000,0.000,0.000
74.000,0.000,0.000,0.148
74.050,0.000,0.000,0.000
74.100,0.000,0.000,0.061
74.149,0.000,0.000,0.000
74.200,0.000,0.000,0.195
74.250,0.000,0.000,0.000
74.300,0.000,0.000,0.246
74.350,0.000,0.000,0.000
74.399,0.000,0.000,0.113
74.450,0.000,0.000,0.000
74.501,0.000,0.000,0.130
74.550,0.000,0.000,0.000
74.602,0.000,0.000,0.272
74.650,0.000,0.000,0.000
74.700,0.000,0.000,0.161
74.749,0.000,0.000,0.000
74.799,0.000,0.000,0.264
74.849,0.000,0.000,0.000
74.900,0.000,0.000,0.159
74.950,0.000,0.000,0.000
75.000,0.000,0.000,0.123
75.050,0.000,0.000,0.000
75.100,0.000,0.000,0.216
